Station ID,State,Network,Station Name,Latitude,Longitude,Elevation,HUC2 (2-digit),HUC2 Name,HUC4 (4-digit),HUC4 Name,HUC6 (6-digit),HUC6 Name,HUC8 (8-digit),HUC8 Name,HUC10 (10-digit),HUC10 Name,HUC12 (12-digit),HUC12 Name,Report Time Zone (Offset from GMT),Start Date,End Date
451,WY,SNOTEL,Dome Lake,44.57462,-107.29537,8880,10,Missouri Region,1009,Powder-Tongue,100901,Tongue,10090101,Upper Tongue,1009010101,Fool Creek-Tongue River,1.01E+11,Lower North Tongue River,-8,10/1/1978,1/1/2100
452,UT,SNOTEL,Donkey Reservoir,38.2084,-111.47412,9799,14,Upper Colorado Region,1407,Upper Colorado-Dirty Devil,140700,Upper Colorado-Dirty Devil,14070003,Fremont,1407000303,Deep Creek-Fremont River,1.41E+11,Donkey Creek-Fremont River,-8,10/1/1985,1/1/2100
453,NV,SNOTEL,Dorsey Basin,40.89343,-115.21104,7903,16,Great Basin Region,1604,Black Rock Desert-Humboldt,160401,Humboldt,16040101,Upper Humboldt,1604010106,Lamoille Creek,1.60E+11,Lower Secret Creek,-8,10/1/1978,1/1/2100
454,NV,SNOTEL,Draw Creek,41.661,-115.3234,7332,16,Great Basin Region,1604,Black Rock Desert-Humboldt,160401,Humboldt,16040101,Upper Humboldt,1604010104,Upper Marys River,1.60E+11,Upper T Creek,-8,10/1/1983,1/1/2100
455,UT,SNOTEL,Dry Bread Pond,41.41289,-111.5377,8302,16,Great Basin Region,1601,Bear,160102,Lower Bear,16010203,Little Bear-Logan,1601020301,Headwaters Little Bear River,1.60E+11,Headwaters East Fork Little Bear River Canyon,-8,10/1/1978,1/1/2100
1243,NV,SNOTEL,Dry Creek,40.8638,-115.22014,6555,16,Great Basin Region,1604,Black Rock Desert-Humboldt,160401,Humboldt,16040101,Upper Humboldt,1604010106,Lamoille Creek,1.60E+11,Upper Secret Creek,-8,10/1/2013,1/1/2100
906,UT,SNOTEL,Dry Fork,40.56533,-112.17343,7093,16,Great Basin Region,1602,Great Salt Lake,160202,Jordan,16020204,Jordan,1602020401,Bingham Creek-Jordan River,1.60E+11,Bingham Creek,-8,10/1/1994,1/1/2100
457,CO,SNOTEL,Dry Lake,40.53397,-106.7813,8400,14,Upper Colorado Region,1405,White-Yampa,140500,White-Yampa,14050001,Upper Yampa,1405000104,Oak Creek-Yampa River,1.41E+11,City of Steamboat Springs-Yampa River,-8,10/1/1979,1/1/2100
943,WA,SNOTEL,Dungeness,47.87224,-123.0788,4010,17,Pacific Northwest Region,1711,Puget Sound,171100,Puget Sound,17110020,Dungeness-Elwha,1711002003,Dungeness River,1.71E+11,Headwaters Dungeness River,-8,10/1/1998,1/1/2100
458,MT,SNOTEL,Dupuyer Creek,48.06341,-112.7573,5750,10,Missouri Region,1003,Missouri-Marias,100302,Marias,10030201,Two Medicine,1003020105,Dupuyer Creek,1.00E+11,Upper Dupuyer Creek,-8,10/1/1982,1/1/2100
1105,MT,SNOTEL,East Boulder Mine,45.50381,-110.08019,6335,10,Missouri Region,1007,Upper Yellowstone,100700,Upper Yellowstone,10070002,Upper Yellowstone,1007000207,East Boulder River,1.01E+11,Upper East Boulder River,-8,6/19/2008,1/1/2100
460,WY,SNOTEL,East Rim Divide,43.13097,-110.2023,7930,17,Pacific Northwest Region,1704,Upper Snake,170401,Snake Headwaters,17040103,Greys-Hobock,1704010302,Flat Creek,1.70E+11,Nowlin Creek,-8,10/1/1984,1/1/2100
461,UT,SNOTEL,East Willow Creek,39.31213,-109.53179,8302,14,Upper Colorado Region,1406,Lower Green,140600,Lower Green,14060006,Willow,1406000602,East Willow Creek-Willow Creek,1.41E+11,Tenmmile Canyon,-8,8/6/1986,1/1/2100
998,WA,SNOTEL,Easy Pass,48.85933,-121.43895,5270,17,Pacific Northwest Region,1711,Puget Sound,171100,Puget Sound,17110001,Sumas River,1711000101,Upper Chilliwack River,1.71E+11,Indian Creek-Chilliwack River,-8,9/19/2008,1/1/2100
462,CA,SNOTEL,Ebbetts Pass,38.5497,-119.80468,8661,16,Great Basin Region,1605,Central Lahontan,160502,Carson,16050201,Upper Carson,1605020101,Upper East Fork Carson River,1.61E+11,Silver Creek,-8,10/1/1978,1/1/2100
936,CO,SNOTEL,Echo Lake,39.65627,-105.59345,10600,10,Missouri Region,1019,South Platte,101900,South Platte,10190002,Upper South Platte,1019000208,Bear Creek,1.02E+11,Vance Creek,-8,8/10/1998,1/1/2100
463,CA,SNOTEL,Echo Peak,38.849,-120.0795,7653,16,Great Basin Region,1605,Central Lahontan,160501,Truckee,16050101,Lake Tahoe,1605010103,Upper Truckee River-Frontal Lake Tahoe,1.61E+11,Upper Truckee River-Frontal Lake Tahoe,-8,10/1/1980,1/1/2100
1163,UT,SNOTEL,EF Blacks Fork GS,40.88472,-110.54056,9360,14,Upper Colorado Region,1404,Great Divide-Upper Green,140401,Upper Green,14040107,Blacks Fork,1404010703,Cottonwood Creek,1.40E+11,Sage Creek,-8,10/22/2010,1/1/2100
464,OR,SNOTEL,Eilertson Meadows,44.86887,-118.11387,5510,17,Pacific Northwest Region,1705,Middle Snake,170502,Middle Snake-Powder,17050203,Powder,1705020304,Rock Creek-Powder River,1.71E+11,Rock Creek,-8,10/1/1979,1/1/2100
465,CO,SNOTEL,El Diente Peak,37.78617,-108.02155,10000,14,Upper Colorado Region,1403,Upper Colorado-Dolores,140300,Upper Colorado-Dolores,14030002,Upper Dolores,1403000202,Headwaters Dolores River,1.40E+11,Cayton Valley-Dolores River,-8,10/1/1985,1/1/2100
910,WA,SNOTEL,Elbow Lake,48.69092,-121.90893,3040,17,Pacific Northwest Region,1711,Puget Sound,171100,Puget Sound,17110004,Nooksack,1711000404,South Fork Nooksack River,1.71E+11,Wanlick Creek-South Fork Nooksack River,-8,8/24/1995,1/1/2100
466,ID,SNOTEL,Elk Butte,46.83998,-116.12233,5690,17,Pacific Northwest Region,1706,Lower Snake,170603,Clearwater,17060308,Lower North Fork Clearwater,1706030807,Elk Creek,1.71E+11,Upper Elk Creek,-8,10/1/1982,1/1/2100
921,NM,SNOTEL,Elk Cabin,35.7043,-105.80675,8210,13,Rio Grande Region,1302,Rio Grande-Elephant Butte,130202,Rio Grande-Elephant Butte,13020201,Rio Grande-Santa Fe,1302020101,Santa Fe River,1.30E+11,Headwaters Santa Fe River,-8,10/1/1996,1/1/2100
1106,MT,SNOTEL,Elk Peak,46.4845,-110.7125,7600,10,Missouri Region,1004,Missouri-Musselshell,100402,Musselshell,10040201,Upper Musselshell,1004020102,South Fork Musselshell River,1.00E+11,Alabaugh Creek,-8,7/8/2008,1/1/2100
467,CO,SNOTEL,Elk River,40.84781,-106.96871,8700,14,Upper Colorado Region,1405,White-Yampa,140500,White-Yampa,14050001,Upper Yampa,1405000102,Headwaters Elk River,1.41E+11,Steamboat Lake,-8,10/1/1978,1/1/2100
468,WY,SNOTEL,Elkhart Park G.S.,43.00657,-109.75893,9400,14,Upper Colorado Region,1404,Great Divide-Upper Green,140401,Upper Green,14040102,New Fork,1404010201,Upper New Fork River,1.40E+11,Lake Creek,-8,10/1/1963,1/1/2100
1252,CO,SNOTEL,Elkhead Divide,40.79649,-107.10122,8780,14,Upper Colorado Region,1405,White-Yampa,140500,White-Yampa,14050001,Upper Yampa,1405000106,Elkhead Creek,1.41E+11,Headwaters Elkhead Creek,-8,9/1/2016,1/1/2100
1120,CO,SNOTEL,Elliot Ridge,39.864,-106.4246,10520,14,Upper Colorado Region,1401,Colorado Headwaters,140100,Colorado Headwaters,14010002,Blue,1401000206,Lower Blue River,1.40E+11,Deep Creek-Blue River,-8,8/7/2009,1/1/2100
469,MT,SNOTEL,Emery Creek,48.43412,-113.93725,4350,17,Pacific Northwest Region,1701,Kootenai-Pend Oreille-Spokane,170102,Pend Oreille,17010209,South Fork Flathead,1701020907,Lower Hungry Horse Reservoir,1.70E+11,Hungry Horse Creek,-8,10/1/1975,1/1/2100
470,OR,SNOTEL,Emigrant Springs,45.55808,-118.45383,3800,17,Pacific Northwest Region,1707,Middle Columbia,170701,Middle Columbia,17070103,Umatilla,1707010305,Mission Creek-Umatilla River,1.71E+11,Iskuulpa Creek,-8,10/1/1979,1/1/2100
471,ID,SNOTEL,Emigrant Summit,42.36055,-111.56085,7390,16,Great Basin Region,1601,Bear,160102,Lower Bear,16010202,Middle Bear,1601020202,Trout Creek-Bear River,1.60E+11,Williams Creek,-8,10/1/1979,1/1/2100
472,WY,SNOTEL,Evening Star,44.65258,-109.78422,9200,10,Missouri Region,1007,Upper Yellowstone,100700,Upper Yellowstone,10070006,Clarks Fork Yellowstone,1007000603,Dead Indian Creek-Clarks Fork Yellowstone River,1.01E+11,Table Creek-Clarks Fork Yellowstone River,-8,10/1/1979,1/1/2100
473,CA,SNOTEL,Fallen Leaf,38.93403,-120.0545,6242,16,Great Basin Region,1605,Central Lahontan,160501,Truckee,16050101,Lake Tahoe,1605010104,General Creek-Frontal Lake Tahoe,1.61E+11,Fallen Leaf Lake-Frontal Lake Tahoe,-8,10/1/1979,1/1/2100
474,UT,SNOTEL,Farmington,40.97462,-111.80975,7902,16,Great Basin Region,1602,Great Salt Lake,160201,Weber,16020102,Lower Weber,1602010205,Farmington Creek-Frontal Farmington Bay,1.60E+11,Farmington Creek-Frontal Farmington Bay,-8,10/1/1978,1/1/2100
1054,UT,SNOTEL,Farmington Lower,40.992,-111.81702,6779,16,Great Basin Region,1602,Great Salt Lake,160201,Weber,16020102,Lower Weber,1602010205,Farmington Creek-Frontal Farmington Bay,1.60E+11,Farmington Creek-Frontal Farmington Bay,-8,11/20/2003,1/1/2100
475,UT,SNOTEL,Farnsworth Lake,38.77246,-111.67662,9623,16,Great Basin Region,1603,Escalante Desert-Sevier Lake,160300,Escalante Desert-Sevier Lake,16030003,Middle Sevier,1603000304,Salina Creek,1.60E+11,Gooseberry Creek,-8,7/24/1980,1/1/2100
476,NV,SNOTEL,Fawn Creek,41.82098,-116.10153,7031,17,Pacific Northwest Region,1705,Middle Snake,170501,Middle Snake-Boise,17050104,Upper Owyhee,1705010403,Wild Horse Creek-Owyhee River,1.71E+11,Fawn Creek-Owyhee River,-8,10/1/1980,1/1/2100
477,OR,SNOTEL,Fish Creek,42.70992,-118.6321,7660,17,Pacific Northwest Region,1712,Oregon Closed Basins,171200,Oregon Closed Basins,17120003,Donner und Blitzen,1712000301,Upper Donner und Blitzen River,1.71E+11,Fish Creek,-8,10/1/1978,1/1/2100
478,WA,SNOTEL,Fish Lake,47.53565,-121.08553,3430,17,Pacific Northwest Region,1703,Yakima,170300,Yakima,17030001,Upper Yakima,1703000101,Cle Elum River,1.70E+11,Headwaters Cle Elum River,-8,10/1/1979,1/1/2100
1149,UT,SNOTEL,Fish Lake Utah,38.50455,-111.76693,8798,14,Upper Colorado Region,1407,Upper Colorado-Dirty Devil,140700,Upper Colorado-Dirty Devil,14070003,Fremont,1407000301,Headwaters Fremont River,1.41E+11,Deadman Hollow,-8,10/1/2010,1/1/2100
479,OR,SNOTEL,Fish Lk.,42.3801,-122.34943,4660,17,Pacific Northwest Region,1710,Oregon-Washington Coastal,171003,Southern Oregon Coastal,17100307,Upper Rogue,1710030708,Little Butte Creek,1.71E+11,Upper North Fork Little Butte Creek,-8,10/1/1979,1/1/2100
480,MT,SNOTEL,Fisher Creek,45.06235,-109.94488,9100,10,Missouri Region,1007,Upper Yellowstone,100700,Upper Yellowstone,10070006,Clarks Fork Yellowstone,1007000602,Crandall Creek,1.01E+11,Hoodoo Creek,-8,10/1/1966,1/1/2100
481,UT,SNOTEL,Five Points Lake,40.71785,-110.46721,10943,14,Upper Colorado Region,1406,Lower Green,140600,Lower Green,14060003,Duchesne,1406000307,Yellowstone River,1.41E+11,Garfield Creek,-8,8/14/1980,1/1/2100
482,MT,SNOTEL,Flattop Mtn.,48.80225,-113.85713,6300,17,Pacific Northwest Region,1701,Kootenai-Pend Oreille-Spokane,170102,Pend Oreille,17010207,Middle Fork Flathead,1701020705,Middle Fork Flathead River-Lake McDonald,1.70E+11,McDonald Creek Headwaters,-8,10/1/1969,1/1/2100
1186,CO,SNOTEL,Fool Creek,39.8687,-105.8675,11150,14,Upper Colorado Region,1401,Colorado Headwaters,140100,Colorado Headwaters,14010001,Colorado Headwaters,1401000102,Fraser River,1.40E+11,Saint Louis Creek,-8,7/28/2011,1/1/2100
1049,CA,SNOTEL,Forestdale Creek,38.68245,-119.9597,8017,16,Great Basin Region,1605,Central Lahontan,160502,Carson,16050201,Upper Carson,1605020103,West Fork Carson River,1.61E+11,Upper West Fork Carson River,-8,10/1/2003,1/1/2100
1121,AZ,SNOTEL,Fort Valley,35.26806,-111.74486,7350,15,Lower Colorado Region,1502,Little Colorado,150200,Little Colorado,15020015,Canyon Diablo,1502001501,Rio de Flag,1.50E+11,Upper Rio de Flag,-8,6/26/2008,1/1/2100
483,OR,SNOTEL,Fourmile Lake,42.43933,-122.2288,5970,18,California Region,1801,Klamath-Northern California Coastal,180102,Klamath,18010203,Upper Klamath Lake,1801020302,Fourmile Creek,1.80E+11,Upper Fourmile Creek,-8,10/1/1978,1/1/2100
484,ID,SNOTEL,Franklin Basin,42.0505,-111.6012,8140,16,Great Basin Region,1601,Bear,160102,Lower Bear,16010202,Middle Bear,1601020205,Cub River,1.60E+11,Upper Cub River,-8,10/1/1978,1/1/2100
1277,CA,SNOTEL,Fredonyer Peak,40.68799,-120.60805,7208,18,California Region,1808,North Lahontan,180800,North Lahontan,18080003,Honey-Eagle Lakes,1808000303,Lower Pine Creek-Eagle Lake,1.81E+11,Lower Dry Lake-Frontal Eagle Lake,-8,10/7/2016,1/1/2100
485,CO,SNOTEL,Fremont Pass,39.37991,-106.19681,11400,14,Upper Colorado Region,1401,Colorado Headwaters,140100,Colorado Headwaters,14010002,Blue,1401000203,Tenmile Creek,1.40E+11,Upper Tenmile Creek,-8,10/1/1979,1/1/2100
486,NM,SNOTEL,Frisco Divide,33.73646,-108.94502,8000,15,Lower Colorado Region,1504,Upper Gila,150400,Upper Gila,15040004,San Francisco,1504000403,Centerfire Creek-San Francisco River,1.50E+11,Stone Creek-San Francisco River,-8,10/1/1971,1/1/2100
487,MT,SNOTEL,Frohner Meadow,46.43545,-112.19277,6480,10,Missouri Region,1003,Missouri-Marias,100301,Upper Missouri,10030101,Upper Missouri,1003010113,Prickley Pear Creek,1.00E+11,Lump Gulch,-8,10/1/1967,1/1/2100
488,AZ,SNOTEL,Fry,35.07297,-111.84374,7200,15,Lower Colorado Region,1506,Salt,150602,Verde,15060202,Upper Verde,1506020205,Oak Creek,1.51E+11,Fry Canyon,-8,10/1/1978,1/1/2100
1262,NV,SNOTEL,Fry Canyon,41.57022,-115.93645,6798,16,Great Basin Region,1604,Black Rock Desert-Humboldt,160401,Humboldt,16040102,North Fork Humboldt,1604010201,Upper North Fork Humboldt River,1.60E+11,Headwaters North Fork Humboldt River,-8,10/8/2014,1/1/2100
489,ID,SNOTEL,Galena,43.87722,-114.6725,7470,17,Pacific Northwest Region,1704,Upper Snake,170402,Upper Snake,17040219,Big Wood,1704021901,Bakers Creek-Big Wood River,1.70E+11,Headwaters Big Wood River,-8,10/1/1979,1/1/2100
490,ID,SNOTEL,Galena Summit,43.87497,-114.71363,8780,17,Pacific Northwest Region,1704,Upper Snake,170402,Upper Snake,17040219,Big Wood,1704021901,Bakers Creek-Big Wood River,1.70E+11,Headwaters Big Wood River,-8,10/1/1978,1/1/2100
491,NM,SNOTEL,Gallegos Peak,36.19446,-105.55795,9800,13,Rio Grande Region,1302,Rio Grande-Elephant Butte,130201,Upper Rio Grande,13020101,Upper Rio Grande,1302010105,Rio Grande del Rancho,1.30E+11,Headwaters Rio Grande de Rancho,-8,10/1/1979,1/1/2100
1114,UT,SNOTEL,Garden City Summit,41.9215,-111.4693,7705,16,Great Basin Region,1601,Bear,160102,Lower Bear,16010201,Bear Lake,1601020101,Big Creek-Frontal Bear Lake,1.60E+11,Garden City Canyon-Frontal Bear River,-8,10/1/2009,1/1/2100
1066,UT,SNOTEL,Gardner Peak,37.40083,-113.45988,8322,15,Lower Colorado Region,1501,Lower Colorado-Lake Mead,150100,Lower Colorado-Lake Mead,15010008,Upper Virgin,1501000807,Upper Santa Clara River,1.50E+11,Grass Valley Creek,-8,10/1/2004,1/1/2100
492,ID,SNOTEL,Garfield R.S.,43.6104,-113.9308,6560,17,Pacific Northwest Region,1704,Upper Snake,170402,Upper Snake,17040221,Little Wood,1704022103,Muldoon Creek,1.70E+11,Upper Muldoon Creek,-8,10/1/1979,1/1/2100
1173,NM,SNOTEL,Garita Peak,36.005,-106.54838,10160,13,Rio Grande Region,1302,Rio Grande-Elephant Butte,130202,Rio Grande-Elephant Butte,13020202,Jemez,1302020202,Upper Jemez River,1.30E+11,Headwaters San Antonio Creek,-8,9/23/2016,1/1/2100
918,MT,SNOTEL,Garver Creek,48.97523,-115.81915,4250,17,Pacific Northwest Region,1701,Kootenai-Pend Oreille-Spokane,170101,Kootenai,17010103,Yaak,1701010302,Middle Yaak River,1.70E+11,Upper West Fork Yaak River,-8,10/1/1968,1/1/2100
1221,UT,SNOTEL,GBRC HQ,39.32019,-111.48827,8801,16,Great Basin Region,1603,Escalante Desert-Sevier Lake,160300,Escalante Desert-Sevier Lake,16030004,San Pitch,1603000403,Middle San Pitch River,1.60E+11,Ephraim Creek,-8,10/1/2012,1/1/2100
1222,UT,SNOTEL,GBRC Meadows,39.30229,-111.45383,9858,16,Great Basin Region,1603,Escalante Desert-Sevier Lake,160300,Escalante Desert-Sevier Lake,16030004,San Pitch,1603000403,Middle San Pitch River,1.60E+11,Ephraim Creek,-8,10/1/2012,1/1/2100
1151,UT,SNOTEL,George Creek,41.91562,-113.41154,8964,17,Pacific Northwest Region,1704,Upper Snake,170402,Upper Snake,17040210,Raft,1704021004,George Creek-Raft River,1.70E+11,George Creek,-8,10/1/2010,1/1/2100
945,OR,SNOTEL,Gerber Reservoir,42.2062,-121.1334,4890,18,California Region,1801,Klamath-Northern California Coastal,180102,Klamath,18010204,Lost,1801020405,Gerber Reservoir-Miller Creek,1.80E+11,Gerber Reservoir,-8,10/1/1998,1/1/2100
493,ID,SNOTEL,Giveout,42.4132,-111.1663,6930,16,Great Basin Region,1601,Bear,160102,Lower Bear,16010201,Bear Lake,1601020104,Montpelier Creek-Bear River,1.60E+11,Upper Montpelier Creek,-8,10/1/1979,1/1/2100
1057,CO,SNOTEL,Glen Cove,38.87583,-105.07367,11460,11,Arkansas-White-Red Region,1102,Upper Arkansas,110200,Upper Arkansas,11020003,Fountain,1102000302,Upper Fountain Creek,1.10E+11,Headwaters Fountain Creek,-8,8/1/2004,1/1/2100
1195,NV,SNOTEL,Golconda,40.88358,-117.58812,6616,16,Great Basin Region,1604,Black Rock Desert-Humboldt,160401,Humboldt,16040108,Lower Humboldt,1604010801,Rock Creek-Humboldt River,1.60E+11,Pole Creek,-8,10/1/2011,1/1/2100
1159,WA,SNOTEL,Gold Axe Camp,48.9516,-118.9864,5360,17,Pacific Northwest Region,1702,Upper Columbia,170200,Upper Columbia,17020002,Kettle,1702000212,Toroda Creek,1.70E+11,Lower Toroda Creek,-8,10/1/2010,1/1/2100
494,OR,SNOTEL,Gold Center,44.7638,-118.3117,5410,17,Pacific Northwest Region,1707,Middle Columbia,170702,John Day,17070202,North Fork John Day,1707020202,Granite Creek,1.71E+11,Bull Run Creek,-8,10/1/1979,1/1/2100
1256,WA,SNOTEL,Gold Mountain,48.18934,-118.4559,4390,17,Pacific Northwest Region,1702,Upper Columbia,170200,Upper Columbia,17020001,Franklin D. Roosevelt Lake,1702000117,Wilmont Creek-Franklin D Roosevelt Lake,1.70E+11,Wilmont Creek,-8,10/8/2010,1/1/2100
495,UT,SNOTEL,Gooseberry RS,38.80034,-111.68333,7944,16,Great Basin Region,1603,Escalante Desert-Sevier Lake,160300,Escalante Desert-Sevier Lake,16030003,Middle Sevier,1603000304,Salina Creek,1.60E+11,Gooseberry Creek,-8,6/27/1979,1/1/2100
1184,UT,SNOTEL,Gooseberry RS Up,38.7882,-111.68892,8396,16,Great Basin Region,1603,Escalante Desert-Sevier Lake,160300,Escalante Desert-Sevier Lake,16030003,Middle Sevier,1603000304,Salina Creek,1.60E+11,Gooseberry Creek,-8,10/1/2011,1/1/2100
496,ID,SNOTEL,Graham Guard Sta.,43.9538,-115.27387,5690,17,Pacific Northwest Region,1705,Middle Snake,170501,Middle Snake-Boise,17050111,North and Middle Forks Boise,1705011103,Upper North Fork Boise River,1.71E+11,Big Silver Creek-North Fork Boise River,-8,10/1/1978,1/1/2100
1082,WY,SNOTEL,Grand Targhee,43.77933,-110.92783,9260,17,Pacific Northwest Region,1704,Upper Snake,170402,Upper Snake,17040204,Teton,1704020402,Teton Basin,1.70E+11,Spring Creek,-8,8/21/2006,1/1/2100
497,WY,SNOTEL,Granite Creek,43.34298,-110.43495,6770,17,Pacific Northwest Region,1704,Upper Snake,170401,Snake Headwaters,17040103,Greys-Hobock,1704010303,Upper Hoback River,1.70E+11,Muddy Creek,-8,10/1/1987,1/1/2100
498,NV,SNOTEL,Granite Peak,41.67032,-117.56668,8503,16,Great Basin Region,1604,Black Rock Desert-Humboldt,160401,Humboldt,16040109,Little Humboldt,1604010906,Big Cottonwood Creek,1.60E+11,Indian Creek,-8,10/1/1980,1/1/2100
499,WY,SNOTEL,Grassy Lake,44.12612,-110.83435,7265,17,Pacific Northwest Region,1704,Upper Snake,170402,Upper Snake,17040203,Lower Henrys,1704020302,Upper Fall River,1.70E+11,Mountain Ash Creek,-8,9/1/1962,1/1/2100
500,MT,SNOTEL,Grave Creek,48.91453,-114.76663,4300,17,Pacific Northwest Region,1701,Kootenai-Pend Oreille-Spokane,170101,Kootenai,17010101,Middle Kootenai,1701010108,Libby Creek,1.70E+11,Upper Grave Creek,-8,10/1/1968,1/1/2100
501,WY,SNOTEL,Grave Springs,43.46643,-107.23977,8550,10,Missouri Region,1009,Powder-Tongue,100902,Powder,10090201,Middle Fork Powder,1009020101,Upper Middle Fork Powder River,1.01E+11,Upper Buffalo Creek,-8,10/1/1991,1/1/2100
1058,CO,SNOTEL,Grayback,37.47033,-106.53783,11620,13,Rio Grande Region,1301,Rio Grande Headwaters,130100,Rio Grande Headwaters,13010002,Alamosa-Trinchera,1301000201,Pinos Creek,1.30E+11,East Fork Pinos Creek,-8,9/1/2004,1/1/2100
502,WA,SNOTEL,Green Lake,46.54741,-121.17093,5920,17,Pacific Northwest Region,1703,Yakima,170300,Yakima,17030003,Lower Yakima,1703000301,Ahtanum Creek,1.70E+11,Headwaters North Fork Ahtnum Creek,-8,10/1/1981,1/1/2100
503,NV,SNOTEL,Green Mountain,40.3848,-115.52757,8185,16,Great Basin Region,1604,Black Rock Desert-Humboldt,160401,Humboldt,16040103,South Fork Humboldt,1604010304,Smith Creek,1.60E+11,Corral Creek,-8,10/1/1980,1/1/2100
504,OR,SNOTEL,Greenpoint,45.62237,-121.70415,3310,17,Pacific Northwest Region,1707,Middle Columbia,170701,Middle Columbia,17070105,Middle Columbia-Hood,1707010506,West Fork Hood River,1.71E+11,Lower West Fork Hood River,-8,10/1/1978,1/1/2100
505,CO,SNOTEL,Grizzly Peak,39.64631,-105.86973,11100,14,Upper Colorado Region,1401,Colorado Headwaters,140100,Colorado Headwaters,14010002,Blue,1401000202,Snake River,1.40E+11,North Fork Snake River,-8,10/1/1979,1/1/2100
506,WY,SNOTEL,Gros Ventre Summit,43.38939,-110.12943,8750,17,Pacific Northwest Region,1704,Upper Snake,170401,Snake Headwaters,17040102,Gros Ventre,1704010202,Upper Gros Ventre River,1.70E+11,Cottonwood Creek,-8,4/1/1976,1/1/2100
507,WA,SNOTEL,Grouse Camp,47.28107,-120.48771,5390,17,Pacific Northwest Region,1703,Yakima,170300,Yakima,17030001,Upper Yakima,1703000104,Wilson Creek-Cherry Creek,1.70E+11,Upper Naneum Creek,-8,10/1/1979,1/1/2100
944,WY,SNOTEL,Gunsight Pass,43.38332,-109.87815,9820,17,Pacific Northwest Region,1704,Upper Snake,170401,Snake Headwaters,17040102,Gros Ventre,1704010201,Fish Creek,1.70E+11,Middle South Fork Fish Creek,-8,9/1/1998,1/1/2100
1065,UT,SNOTEL,Gutz Peak,37.49617,-113.94235,6763,15,Lower Colorado Region,1501,Lower Colorado-Lake Mead,150100,Lower Colorado-Lake Mead,15010010,Lower Virgin,1501001001,Upper Beaver Dam Wash,1.50E+11,Pine Park Canyon,-8,10/1/2004,1/1/2100
508,CA,SNOTEL,Hagans Meadow,38.8519,-119.9374,7742,16,Great Basin Region,1605,Central Lahontan,160501,Truckee,16050101,Lake Tahoe,1605010103,Upper Truckee River-Frontal Lake Tahoe,1.61E+11,Trout Creek,-8,10/1/1978,1/1/2100
509,WY,SNOTEL,Hams Fork,42.146,-110.67833,7840,14,Upper Colorado Region,1404,Great Divide-Upper Green,140401,Upper Green,14040107,Blacks Fork,1404010705,Dry Muddy Creek,1.40E+11,West Beaver Creek-Hams Fork,-8,10/1/1984,1/1/2100
510,MT,SNOTEL,Hand Creek,48.30754,-114.84075,5035,17,Pacific Northwest Region,1701,Kootenai-Pend Oreille-Spokane,170102,Pend Oreille,17010210,Stillwater,1701021003,Logan Creek,1.70E+11,Squaw Meadows Creek,-8,10/1/1976,1/1/2100
511,AZ,SNOTEL,Hannagan Meadows,33.65387,-109.30952,9020,15,Lower Colorado Region,1506,Salt,150601,Salt,15060101,Black,1506010101,Upper Black River,1.51E+11,Upper Beaver Creek,-8,10/1/1956,1/1/2100
512,WY,SNOTEL,Hansen Sawmill,44.25602,-106.97983,8360,10,Missouri Region,1009,Powder-Tongue,100902,Powder,10090206,Clear,1009020601,Upper Clear Creek,1.01E+11,Upper South Clear Creek,-8,10/1/1979,1/1/2100
969,AZ,SNOTEL,Happy Jack,34.74598,-111.41207,7630,15,Lower Colorado Region,1506,Salt,150602,Verde,15060202,Upper Verde,1506020206,Beaver Creek,1.51E+11,Brady Canyon,-8,6/1/1999,1/1/2100
896,UT,SNOTEL,Hardscrabble,40.86833,-111.71865,7250,16,Great Basin Region,1602,Great Salt Lake,160201,Weber,16020102,Lower Weber,1602010201,East Canyon Creek,1.60E+11,Hardscrabble Creek,-8,10/1/1993,1/1/2100
514,UT,SNOTEL,Harris Flat,37.48997,-112.57602,7792,16,Great Basin Region,1603,Escalante Desert-Sevier Lake,160300,Escalante Desert-Sevier Lake,16030001,Upper Sevier,1603000101,Asay Creek,1.60E+11,Swains Creek,-8,8/4/1979,1/1/2100
515,WA,SNOTEL,Harts Pass,48.72047,-120.6586,6490,17,Pacific Northwest Region,1711,Puget Sound,171100,Puget Sound,17110005,Upper Skagit,1711000505,Diobsud Creek-Skagit River,1.71E+11,Upper Canyon Creek,-8,10/1/1979,1/1/2100
516,MT,SNOTEL,Hawkins Lake,48.9723,-115.95337,6450,17,Pacific Northwest Region,1701,Kootenai-Pend Oreille-Spokane,170101,Kootenai,17010105,Moyie,1701010502,Upper Moyie River,1.70E+11,South Fork Hawkins Creek-Hawkins Creek,-8,10/1/1968,1/1/2100
1271,AZ,SNOTEL,Hawley Lake,33.97142,-109.76528,8300,15,Lower Colorado Region,1506,Salt,150601,Salt,15060102,White,1506010201,Upper North Fork White River,1.51E+11,Trout Creek,-8,9/18/2015,1/1/2100
517,UT,SNOTEL,Hayden Fork,40.79669,-110.88472,9130,16,Great Basin Region,1601,Bear,160101,Upper Bear,16010101,Upper Bear,1601010101,Stillwater Fork-Bear River,1.60E+11,Hayden Fork,-8,10/1/1978,1/1/2100
